YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2017-12,Afghanistan,423,927,791,136,3491,0,448,155,759,1676,453,7415,499,0,437,152,720,1636,290,0,11,3,39,40,86,77
2017-12,Bahrain,424,1,1,0,2,0,0,0,0,1,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2017-12,Aserbaidschan,425,176,140,36,431,4,24,14,13,228,148,1072,132,4,24,14,11,221,106,0,0,0,2,7,36,6
2017-12,Bhutan,426,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Myanmar,427,16,15,1,12,0,9,0,0,0,3,56,3,0,9,0,0,0,3,0,0,0,0,0,0,0
2017-12,Georgien,430,522,487,35,441,0,1,0,9,320,111,985,79,0,1,0,5,303,78,0,0,0,4,17,19,14
2017-12,Sri Lanka,431,30,24,6,148,0,9,4,4,92,39,369,74,0,6,4,4,90,24,0,3,0,0,2,13,2
2017-12,Vietnam,432,38,34,4,43,1,0,0,0,33,9,59,18,1,0,0,0,32,6,0,0,0,0,1,2,1
2017-12,Korea (Demokrat. Volksrepubl.),434,0,0,0,2,0,0,0,0,1,1,43,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2017-12,Indien,436,63,56,7,145,0,1,0,7,104,33,205,27,0,1,0,7,102,27,0,0,0,0,2,4,2
2017-12,Indonesien,437,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Irak,438,1582,1463,119,2292,7,373,556,58,653,645,6254,505,7,367,539,50,625,532,0,6,17,8,28,49,64
2017-12,"Iran, Islamische Republik",439,525,469,56,1265,19,388,19,24,517,298,2801,208,19,371,19,22,500,256,0,17,0,2,17,22,20
2017-12,Israel,441,2,1,1,3,0,0,0,0,1,2,13,1,0,0,0,0,0,1,0,0,0,0,1,0,1
2017-12,Kasachstan,444,6,6,0,5,0,0,0,0,2,3,16,2,0,0,0,0,2,2,0,0,0,0,0,0,1
2017-12,Jordanien,445,19,18,1,35,0,4,0,0,12,19,88,9,0,4,0,0,12,14,0,0,0,0,0,2,3
2017-12,Kambodscha,446,7,7,0,3,0,0,0,1,2,0,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2017-12,Katar,447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Kuwait,448,7,7,0,7,0,0,0,0,0,7,9,1,0,0,0,0,0,7,0,0,0,0,0,0,0
2017-12,"Laos, Demokratische Volksrepublik",449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Kirgisistan,450,11,5,6,22,0,0,0,0,15,7,88,28,0,0,0,0,15,0,0,0,0,0,0,1,6
2017-12,Libanon,451,62,55,7,174,0,3,6,4,113,48,361,53,0,3,6,3,106,34,0,0,0,1,7,7,7
2017-12,Mongolei,457,16,14,2,61,0,5,1,1,27,27,96,10,0,5,1,1,27,17,0,0,0,0,0,0,10
2017-12,Nepal,458,0,0,0,17,0,0,0,2,14,1,41,3,0,0,0,2,14,0,0,0,0,0,0,0,1
2017-12,Staatsangehoerigkeit ohne Bezeichnung,459,10,10,0,13,0,0,0,0,11,2,101,5,0,0,0,0,11,2,0,0,0,0,0,0,0
2017-12,Bangladesch,460,46,29,17,118,0,2,3,3,83,27,210,40,0,1,3,3,79,7,0,1,0,0,4,15,5
2017-12,Pakistan,461,236,148,88,623,1,22,3,17,365,215,920,196,0,21,1,17,349,117,1,1,2,0,16,62,36
2017-12,Philippinen,462,1,1,0,5,0,0,0,0,1,4,23,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2017-12,China (Taiwan),465,4,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Vereinigte arabische Emirate,469,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-12,Tadschikistan,470,72,62,10,214,1,2,4,0,99,108,394,31,1,2,4,0,99,93,0,0,0,0,0,15,0
2017-12,Turkmenistan,471,11,7,4,6,0,0,0,2,3,1,65,8,0,0,0,2,3,0,0,0,0,0,0,1,0
2017-12,Saudi Arabien,472,1,1,0,12,0,1,8,0,3,0,15,0,0,1,8,0,3,0,0,0,0,0,0,0,0
2017-12,"Syrien, Arabische Republik",475,3105,3018,87,3930,44,1370,1896,35,3,582,11776,380,44,1303,1874,26,3,512,0,67,22,9,0,45,25
2017-12,Thailand,476,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12,Usbekistan,477,7,7,0,8,1,3,0,0,1,3,64,1,1,3,0,0,1,3,0,0,0,0,0,0,0
2017-12,China,479,25,23,2,69,0,4,5,1,41,18,131,14,0,3,5,1,36,15,0,1,0,0,5,3,0
2017-12,Malaysia,482,4,4,0,2,0,2,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017-12,sonst. asiat. Staatsangeh.,499,0,0,0,21,0,9,4,0,4,4,121,11,0,9,4,0,4,0,0,0,0,0,0,1,3
2017-12,Staatenlos,997,124,116,8,182,14,52,29,7,42,38,507,26,14,52,29,2,40,32,0,0,0,5,2,2,4
2017-12,Ungeklaert,998,333,294,39,645,5,111,49,19,309,152,2161,151,5,110,45,18,293,118,0,1,4,1,16,21,13
2017-12,ohne Angabe,999,6,5,1,4,0,1,0,0,0,3,27,0,0,1,0,0,0,2,0,0,0,0,0,1,0
