YEAR_MONTH,Herkunftsland,LS,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstantraege,ASYLANTRÄGE davon Folgeantraege,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraegen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2016-04,Polen,152,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Portugal,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Rumaenien,154,0,0,0,4,0,0,0,0,0,4,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0
2016-04,Slowakische Republik,155,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04,Schweden,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Schweiz,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Russische Foederation,160,908,850,58,397,0,9,1,5,139,243,7722,1257,0,9,1,3,126,191,0,0,0,2,13,4,48
2016-04,Spanien,161,0,0,0,2,0,0,0,0,2,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016-04,Tuerkei,163,306,272,34,68,0,3,0,0,25,40,3587,518,0,3,0,0,23,32,0,0,0,0,2,6,2
2016-04,Tschechische Republik,164,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Ungarn,165,8,8,0,8,0,0,0,0,0,8,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0
2016-04,Ukraine,166,377,375,2,351,0,0,1,0,193,157,6456,133,0,0,1,0,193,156,0,0,0,0,0,0,1
2016-04,Grossbritannien mit Nordirland,168,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Weissrussland,169,4,2,2,24,0,0,0,1,1,22,328,29,0,0,0,1,1,17,0,0,0,0,0,0,5
2016-04,Serbien,170,684,459,225,3012,0,0,0,2,1564,1446,4803,3728,0,0,0,0,1333,332,0,0,0,2,231,906,208
2016-04,sonst. europ. Staatsangeh.,199,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Algerien,221,332,321,11,884,0,0,0,4,425,455,1723,158,0,0,0,3,416,421,0,0,0,1,9,17,17
2016-04,Angola,223,5,5,0,4,0,2,0,0,2,0,160,5,0,2,0,0,2,0,0,0,0,0,0,0,0
2016-04,Eritrea,224,1165,1152,13,1459,9,1276,65,2,18,89,12694,160,9,1272,65,2,18,87,0,4,0,0,0,1,1
2016-04,Aethiopien,225,168,166,2,114,0,7,0,8,85,14,3696,79,0,7,0,8,85,11,0,0,0,0,0,1,2
2016-04,Botsuana,227,2,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Benin,229,2,1,1,14,0,0,0,0,5,9,496,14,0,0,0,0,5,6,0,0,0,0,0,0,3
2016-04,Dschibuti,230,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Elfenbeinkueste (Cote d Ivoire),231,51,49,2,15,0,0,0,0,3,12,472,30,0,0,0,0,3,12,0,0,0,0,0,0,0
2016-04,Nigeria,232,814,806,8,82,0,0,1,2,24,55,10254,206,0,0,1,2,23,53,0,0,0,0,1,1,1
2016-04,Simbabwe,233,1,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Gabun,236,5,5,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Gambia,237,371,363,8,41,0,1,0,0,12,28,5249,149,0,1,0,0,12,25,0,0,0,0,0,0,3
2016-04,Ghana,238,119,115,4,98,0,0,3,3,72,20,1762,55,0,0,3,3,72,17,0,0,0,0,0,1,2
2016-04,Mauretanien,239,16,15,1,2,0,0,0,0,0,2,142,8,0,0,0,0,0,2,0,0,0,0,0,0,0
2016-04,Cabo Verde,242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kenia,243,17,17,0,8,0,0,0,0,4,4,159,14,0,0,0,0,4,3,0,0,0,0,0,0,1
2016-04,Komoren,244,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kongo,245,5,5,0,2,0,2,0,0,0,0,110,6,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-04,"Kongo, Dem. Republik",246,5,2,3,7,0,0,0,0,3,4,436,40,0,0,0,0,3,1,0,0,0,0,0,0,3
2016-04,Liberia,247,9,7,2,1,0,0,0,0,0,1,106,12,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-04,Libyen,248,55,55,0,46,4,4,0,2,18,18,1634,40,4,4,0,2,17,16,0,0,0,0,1,0,2
2016-04,Mali,251,57,55,2,10,0,0,0,0,3,7,866,29,0,0,0,0,3,5,0,0,0,0,0,1,1
2016-04,Marokko,252,440,432,8,797,0,11,3,2,333,448,1391,72,0,10,3,2,330,438,0,1,0,0,3,5,5
2016-04,Mauritius,253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Mosambik,254,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Niger,255,9,8,1,7,0,0,0,0,1,6,146,14,0,0,0,0,1,4,0,0,0,0,0,0,2
2016-04,Malawi,256,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Sambia,257,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Burkina-Faso,258,5,5,0,13,0,0,0,0,7,6,221,14,0,0,0,0,7,2,0,0,0,0,0,0,4
2016-04,Guinea-Bissau,259,14,11,3,50,0,0,0,1,20,29,343,21,0,0,0,1,20,26,0,0,0,0,0,0,3
2016-04,Guinea,261,132,123,9,41,2,2,0,1,15,21,2334,122,2,2,0,0,15,20,0,0,0,1,0,0,1
2016-04,Kamerun,262,70,63,7,33,0,0,0,1,14,18,1389,63,0,0,0,1,13,10,0,0,0,0,1,4,4
2016-04,Suedafrika,263,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Ruanda,265,2,2,0,1,0,0,1,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-04,Namibia,267,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-04,Senegal,269,39,37,2,177,0,2,0,1,153,21,1506,26,0,2,0,0,153,20,0,0,0,1,0,0,1
2016-04,Sierra Leone,272,44,41,3,1,0,0,0,0,0,1,635,44,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04,Somalia,273,460,444,16,205,0,53,45,51,17,39,9961,383,0,50,44,45,16,30,0,3,1,6,1,2,7
2016-04,Aequatorialguinea,274,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Sudan (ohne Suedsudan),277,150,146,4,32,0,3,8,0,1,20,1599,36,0,3,8,0,1,15,0,0,0,0,0,0,5
2016-04,Suedsudan,278,11,11,0,1,0,0,0,0,0,1,59,7,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-04,Tansania,282,1,1,0,0,0,0,0,0,0,0,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Togo,283,27,26,1,2,0,0,0,0,0,2,446,27,0,0,0,0,0,2,0,0,0,0,0,0,0
2016-04,Tschad,284,11,10,1,2,0,0,0,1,0,1,159,15,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-04,Tunesien,285,96,90,6,305,0,1,0,1,73,230,461,63,0,1,0,1,72,211,0,0,0,0,1,2,17
2016-04,Uganda,286,22,22,0,1,0,0,0,1,0,0,193,7,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-04,Aegypten,287,112,109,3,78,0,13,0,1,47,17,2676,85,0,13,0,1,46,15,0,0,0,0,1,0,2
2016-04,Zentralafrikanische Republik,289,3,3,0,0,0,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Burundi,291,4,3,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,sonst. afrik. Staatsangeh.,299,20,20,0,10,0,1,0,0,3,6,119,12,0,1,0,0,3,3,0,0,0,0,0,0,3
2016-04,Argentinien,323,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Bolivien,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Brasilien,327,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-04,Belize,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Dominikanische Republik,335,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Ecuador,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,El Salvador,337,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Guatemala,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Haiti,346,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Honduras,347,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kanada,348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kolumbien,349,0,0,0,1,0,0,0,0,1,0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-04,Kuba,351,5,5,0,2,0,0,0,0,0,2,134,3,0,0,0,0,0,2,0,0,0,0,0,0,0
2016-04,Mexico,353,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Nicaragua,354,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Jamaica,355,2,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Paraguay,359,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Peru,361,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Venezuela,367,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Vereinigte Staaten v. Amerika,368,0,0,0,1,0,0,0,0,1,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-04,Jemen,421,14,14,0,33,0,1,15,1,1,15,530,31,0,1,15,1,1,15,0,0,0,0,0,0,0
2016-04,Armenien,422,192,180,12,43,0,6,0,0,13,24,4365,333,0,2,0,0,12,16,0,4,0,0,1,3,5
2016-04,Afghanistan,423,8483,8458,25,872,3,170,93,91,319,196,68376,915,3,165,93,89,315,172,0,5,0,2,4,20,4
2016-04,Bahrain,424,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Aserbaidschan,425,188,179,9,43,0,0,0,1,20,22,2967,323,0,0,0,0,19,20,0,0,0,1,1,2,0
2016-04,Bhutan,426,0,0,0,3,0,0,0,0,0,3,11,4,0,0,0,0,0,3,0,0,0,0,0,0,0
2016-04,Myanmar,427,8,8,0,0,0,0,0,0,0,0,177,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Georgien,430,261,236,25,252,0,0,1,3,143,105,3245,417,0,0,1,0,139,71,0,0,0,3,4,18,16
2016-04,Sri Lanka,431,30,25,5,7,0,2,0,0,2,3,906,186,0,2,0,0,2,0,0,0,0,0,0,2,1
2016-04,Vietnam,432,44,44,0,42,0,1,0,1,11,29,985,65,0,0,0,1,10,20,0,1,0,0,1,4,5
2016-04,Korea (Demokrat. Volksrepubl.),434,0,0,0,2,0,0,0,0,1,1,117,3,0,0,0,0,1,1,0,0,0,0,0,0,0
2016-04,Indien,436,216,213,3,107,0,2,0,0,66,39,3787,80,0,2,0,0,66,33,0,0,0,0,0,4,2
2016-04,Indonesien,437,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Irak,438,9569,9505,64,2884,26,1938,225,13,245,437,49055,1583,26,1896,218,12,237,400,0,42,7,1,8,18,19
2016-04,"Iran, Islamische Republik",439,2001,1981,20,339,19,153,1,0,74,92,13402,628,19,144,1,0,70,87,0,9,0,0,4,4,1
2016-04,Israel,441,0,0,0,1,0,0,0,0,0,1,53,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-04,Kasachstan,444,6,1,5,6,0,0,0,0,0,6,139,34,0,0,0,0,0,0,0,0,0,0,0,1,5
2016-04,Jordanien,445,17,16,1,12,0,2,1,0,3,6,252,30,0,2,1,0,2,5,0,0,0,0,1,0,1
2016-04,Kambodscha,446,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Katar,447,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kuwait,448,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,"Laos, Demokratische Volksrepublik",449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Kirgisistan,450,1,1,0,5,0,0,2,0,2,1,103,20,0,0,2,0,2,1,0,0,0,0,0,0,0
2016-04,Libanon,451,383,375,8,122,0,9,4,1,67,41,2753,242,0,9,4,1,64,38,0,0,0,0,3,2,1
2016-04,Oman,456,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Mongolei,457,19,19,0,7,0,0,0,0,1,6,624,29,0,0,0,0,1,1,0,0,0,0,0,0,5
2016-04,Nepal,458,11,11,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Staatsangehoerigkeit ohne Bezeichnung,459,32,31,1,15,0,10,2,0,2,1,356,2,0,10,2,0,2,1,0,0,0,0,0,0,0
2016-04,Bangladesch,460,155,152,3,45,0,1,0,3,27,14,1366,55,0,0,0,3,26,10,0,1,0,0,1,4,0
2016-04,Pakistan,461,1061,1038,23,266,1,19,0,2,130,114,16141,500,1,19,0,2,129,94,0,0,0,0,1,7,13
2016-04,Philippinen,462,3,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,China (Taiwan),465,1,1,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Vereinigte arabische Emirate,469,1,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Tadschikistan,470,137,130,7,22,0,1,0,0,8,13,603,37,0,1,0,0,8,11,0,0,0,0,0,1,1
2016-04,Turkmenistan,471,17,17,0,12,0,0,0,0,0,12,789,11,0,0,0,0,0,8,0,0,0,0,0,4,0
2016-04,Saudi Arabien,472,15,15,0,2,0,2,0,0,0,0,36,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-04,"Syrien, Arabische Republik",475,25891,25791,100,20927,55,16950,3440,38,17,427,102102,1211,53,16789,3435,34,15,396,2,161,5,4,2,14,17
2016-04,Thailand,476,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Usbekistan,477,3,3,0,1,0,0,0,0,1,0,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-04,China,479,51,49,2,26,1,3,0,0,12,10,1100,59,1,2,0,0,12,10,0,1,0,0,0,0,0
2016-04,Malaysia,482,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,sonst. asiat. Staatsangeh.,499,405,404,1,262,0,163,48,7,26,18,2813,136,0,161,48,7,26,18,0,2,0,0,0,0,0
2016-04,Australien,523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,Staatenlos,997,473,466,7,279,0,213,45,1,5,15,3449,64,0,209,45,1,5,14,0,4,0,0,0,1,0
2016-04,Ungeklaert,998,1319,1299,20,629,0,394,102,2,36,95,17885,360,0,382,102,2,36,89,0,12,0,0,0,3,3
2016-04,ohne Angabe,999,4,4,0,3,0,2,0,0,0,1,78,4,0,2,0,0,0,1,0,0,0,0,0,0,0
