YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201605,Turkmenistan,15,1,14,0,0
201605,Saudi Arabien,4,0,0,nd,nd
201605,"Syrien, Arabische Republik",16836,21,433,99.872,97.3034
201605,Thailand,0,0,0,nd,nd
201605,Usbekistan,0,0,0,nd,nd
201605,China,31,19,6,24,19.3548
201605,Malaysia,0,0,0,nd,nd
201605,sonst. asiat. Staatsangeh.,225,16,31,91.7526,79.1111
201605,Australien,0,0,0,nd,nd
201605,Staatenlos,282,7,14,97.3881,92.5532
201605,Ungeklärt,484,31,69,92.5301,79.3388
201605,ohne Angabe,1,1,0,nd,nd
