YEAR_MONTH,Herkunftsland,LS,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
2015-02,Portugal,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Rumänien,154,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Schweden,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Schweiz,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Russische Föderation,160,393,341,52,423,0,10,3,2,138,270,5317,831,0,10,3,0,129,188,0,0,0,2,9,15,67
2015-02,Spanien,161,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Türkei,163,173,143,30,76,5,2,0,0,20,49,2435,345,4,1,0,0,17,32,1,1,0,0,3,8,9
2015-02,Tschechische Republik,164,0,0,0,6,0,0,0,0,4,2,6,5,0,0,0,0,4,2,0,0,0,0,0,0,0
2015-02,Ungarn,165,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Ukraine,166,340,337,3,105,0,4,0,0,2,99,2939,54,0,4,0,0,2,98,0,0,0,0,0,0,1
2015-02,Großbritannien mit Nordirland,168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Weißrußland,169,8,8,0,4,0,0,0,0,0,4,130,12,0,0,0,0,0,3,0,0,0,0,0,0,1
2015-02,Serbien,170,2849,1871,978,2788,0,0,0,0,1733,1055,8171,4512,0,0,0,0,1599,106,0,0,0,0,134,860,89
2015-02,Zypern,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,sonst. europ. Staatsangeh.,199,0,0,0,14,0,0,0,0,14,0,17,5,0,0,0,0,14,0,0,0,0,0,0,0,0
2015-02,Algerien,221,116,103,13,84,0,0,0,1,15,68,2141,142,0,0,0,1,15,62,0,0,0,0,0,2,4
2015-02,Angola,223,1,1,0,3,0,0,0,1,0,2,173,8,0,0,0,1,0,2,0,0,0,0,0,0,0
2015-02,Eritrea,224,357,350,7,371,3,260,18,5,1,84,15579,81,3,256,18,4,1,83,0,4,0,1,0,1,0
2015-02,Äthiopien,225,79,78,1,30,0,2,1,4,9,14,1742,54,0,2,1,4,9,13,0,0,0,0,0,1,0
2015-02,Botsuana,227,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Benin,229,24,24,0,9,0,0,0,0,2,7,269,5,0,0,0,0,2,6,0,0,0,0,0,1,0
2015-02,Dschibuti,230,1,1,0,2,0,0,0,0,0,2,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2015-02,Elfenbeinküste (Cote d Ivoire),231,28,28,0,23,0,0,2,0,4,17,238,14,0,0,2,0,4,16,0,0,0,0,0,0,1
2015-02,Nigeria,232,424,416,8,126,0,0,0,0,18,108,5499,135,0,0,0,0,17,107,0,0,0,0,1,0,1
2015-02,Simbabwe,233,0,0,0,1,0,0,1,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-02,Gabun,236,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Gambia,237,181,171,10,106,0,0,0,1,6,99,2145,47,0,0,0,1,6,99,0,0,0,0,0,0,0
2015-02,Ghana,238,84,81,3,59,0,0,0,0,23,36,1229,37,0,0,0,0,23,35,0,0,0,0,0,0,1
2015-02,Mauretanien,239,14,13,1,7,0,1,0,0,0,6,50,1,0,1,0,0,0,6,0,0,0,0,0,0,0
2015-02,Kenia,243,22,22,0,15,0,0,0,0,9,6,190,3,0,0,0,0,9,6,0,0,0,0,0,0,0
2015-02,Komoren,244,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Kongo,245,3,3,0,1,0,0,0,0,1,0,87,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02,"Kongo, Dem. Republik",246,9,8,1,2,0,1,0,0,0,1,466,33,0,1,0,0,0,1,0,0,0,0,0,0,0
2015-02,Liberia,247,9,4,5,6,0,0,0,0,0,6,62,10,0,0,0,0,0,6,0,0,0,0,0,0,0
2015-02,Libyen,248,46,45,1,17,7,3,0,1,2,4,755,33,7,3,0,1,2,3,0,0,0,0,0,0,1
2015-02,Mali,251,42,41,1,49,0,0,0,0,14,35,612,10,0,0,0,0,14,34,0,0,0,0,0,0,1
2015-02,Marokko,252,65,58,7,101,0,0,0,0,46,55,1428,59,0,0,0,0,46,45,0,0,0,0,0,1,9
2015-02,Mauritius,253,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Mosambik,254,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Niger,255,14,14,0,11,0,0,0,0,1,10,96,10,0,0,0,0,1,8,0,0,0,0,0,0,2
2015-02,Malawi,256,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015-02,Sambia,257,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Burkina-Faso,258,21,19,2,12,0,0,0,0,0,12,185,7,0,0,0,0,0,11,0,0,0,0,0,0,1
2015-02,Guinea-Bissau,259,29,29,0,17,0,0,0,0,1,16,279,12,0,0,0,0,1,15,0,0,0,0,0,0,1
2015-02,Guinea,261,34,27,7,34,0,2,0,0,0,32,1888,56,0,2,0,0,0,28,0,0,0,0,0,0,4
2015-02,Kamerun,262,86,81,5,28,0,0,0,0,4,24,722,34,0,0,0,0,4,20,0,0,0,0,0,1,3
2015-02,Südafrika,263,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Ruanda,265,6,6,0,1,0,0,0,0,0,1,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Namibia,267,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Senegal,269,116,114,2,7,0,0,0,0,0,7,1352,12,0,0,0,0,0,7,0,0,0,0,0,0,0
2015-02,Sierra Leone,272,28,27,1,0,0,0,0,0,0,0,414,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Somalia,273,442,418,24,148,0,11,23,4,15,95,6547,212,0,11,22,4,15,86,0,0,1,0,0,1,8
2015-02,Äquatorialguinea,274,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Sudan (ohne Südsudan),277,31,31,0,30,0,4,1,1,5,19,660,21,0,4,1,0,5,18,0,0,0,1,0,0,1
2015-02,Südsudan,278,2,2,0,2,0,0,0,0,0,2,27,5,0,0,0,0,0,2,0,0,0,0,0,0,0
2015-02,Swasiland,281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Tansania,282,5,5,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Togo,283,13,12,1,7,0,0,0,0,1,6,223,20,0,0,0,0,1,5,0,0,0,0,0,1,0
2015-02,Tschad,284,10,8,2,28,0,0,0,0,1,27,123,19,0,0,0,0,1,18,0,0,0,0,0,3,6
2015-02,Tunesien,285,49,44,5,51,0,0,0,0,26,25,469,73,0,0,0,0,26,16,0,0,0,0,0,2,7
2015-02,Uganda,286,8,8,0,0,0,0,0,0,0,0,129,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Ägypten,287,81,76,5,42,6,5,0,1,3,27,2716,45,6,5,0,1,3,25,0,0,0,0,0,1,1
2015-02,Zentralafrikanische Republik,289,1,1,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Burundi,291,0,0,0,2,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015-02,sonst. afrik. Staatsangeh.,299,0,0,0,3,0,0,0,0,3,0,46,12,0,0,0,0,3,0,0,0,0,0,0,0,0
2015-02,Argentinien,323,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Brasilien,327,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Chile,332,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Dominikanische Republik,335,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Ecuador,336,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,El Salvador,337,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Guatemala,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Honduras,347,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02,Kolumbien,349,0,0,0,1,0,0,0,0,1,0,44,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02,Kuba,351,4,4,0,1,0,0,0,0,0,1,93,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Mexico,353,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Nicaragua,354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Jamaica,355,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Paraguay,359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Peru,361,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Suriname,364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Venezuela,367,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Vereinigte Staaten v. Amerika,368,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Trinidad und Tobago,371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Jemen,421,17,17,0,2,0,1,1,0,0,0,231,17,0,1,1,0,0,0,0,0,0,0,0,0,0
2015-02,Armenien,422,162,160,2,48,0,2,0,4,18,24,2798,178,0,2,0,4,18,22,0,0,0,0,0,0,2
2015-02,Afghanistan,423,998,969,29,483,9,89,14,56,69,246,13724,712,9,81,12,42,69,218,0,8,2,14,0,9,19
2015-02,Bahrain,424,2,2,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Aserbaidschan,425,92,81,11,51,0,3,0,2,21,25,1789,186,0,3,0,2,21,24,0,0,0,0,0,1,0
2015-02,Bhutan,426,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Myanmar,427,4,4,0,1,0,0,0,0,0,1,132,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-02,Georgien,430,227,204,23,191,0,0,0,1,89,101,2605,260,0,0,0,1,88,78,0,0,0,0,1,2,21
2015-02,Sri Lanka,431,30,25,5,10,0,2,0,0,3,5,833,132,0,2,0,0,3,5,0,0,0,0,0,0,0
2015-02,Vietnam,432,62,60,2,43,0,0,0,0,10,33,676,60,0,0,0,0,9,29,0,0,0,0,1,3,1
2015-02,Korea (Demokrat. Volksrepubl.),434,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Indien,436,124,120,4,65,0,0,0,0,56,9,2269,61,0,0,0,0,56,9,0,0,0,0,0,0,0
2015-02,Indonesien,437,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Irak,438,960,835,125,1348,6,1241,13,5,5,78,5678,3226,6,533,6,3,5,72,0,708,7,2,0,3,3
2015-02,"Iran, Islamische Republik",439,229,208,21,215,12,93,2,0,5,103,4889,470,10,79,1,0,5,99,2,14,1,0,0,1,3
2015-02,Israel,441,1,0,1,0,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Japan,442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Kasachstan,444,7,7,0,9,0,0,0,0,6,3,104,15,0,0,0,0,6,3,0,0,0,0,0,0,0
2015-02,Jordanien,445,5,5,0,6,1,1,0,0,3,1,137,22,1,1,0,0,1,1,0,0,0,0,2,0,0
2015-02,Kambodscha,446,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Kuwait,448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,"Laos, Demokratische Volksrepublik",449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Kirgisistan,450,19,19,0,18,0,0,0,0,5,13,88,17,0,0,0,0,5,13,0,0,0,0,0,0,0
2015-02,Libanon,451,86,84,2,40,0,3,0,0,10,27,776,129,0,2,0,0,7,23,0,1,0,0,3,2,2
2015-02,Oman,456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Mongolei,457,34,30,4,26,0,0,0,0,1,25,517,14,0,0,0,0,0,25,0,0,0,0,1,0,0
2015-02,Nepal,458,0,0,0,1,0,0,0,0,1,0,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02,Staatsangehörigkeit ohne Bezeichnung,459,27,27,0,9,0,3,0,0,0,6,181,1,0,3,0,0,0,6,0,0,0,0,0,0,0
2015-02,Bangladesch,460,41,39,2,22,0,1,0,0,12,9,817,35,0,1,0,0,12,9,0,0,0,0,0,0,0
2015-02,Pakistan,461,360,342,18,191,0,7,0,0,113,71,7168,348,0,7,0,0,113,64,0,0,0,0,0,4,3
2015-02,Philippinen,462,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,China (Taiwan),465,8,8,0,1,0,0,0,0,1,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-02,Korea (Republik),467,0,0,0,2,0,0,0,0,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2015-02,Tadschikistan,470,51,51,0,24,0,0,0,0,0,24,330,36,0,0,0,0,0,24,0,0,0,0,0,0,0
2015-02,Turkmenistan,471,27,27,0,4,0,0,0,0,1,3,473,7,0,0,0,0,1,0,0,0,0,0,0,0,3
2015-02,Saudi Arabien,472,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,"Syrien, Arabische Republik",475,4237,4023,214,5093,153,4020,4,19,1,896,19806,1126,153,3831,4,11,1,884,0,189,0,8,0,4,8
2015-02,Thailand,476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Usbekistan,477,4,4,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,China,479,23,22,1,12,1,2,1,0,6,2,712,49,1,2,1,0,6,2,0,0,0,0,0,0,0
2015-02,Malaysia,482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,sonst. asiat. Staatsangeh.,499,133,130,3,138,0,75,0,0,10,53,1432,118,0,57,0,0,9,52,0,18,0,0,1,0,1
2015-02,Salomonen,524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Australien,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,Staatenlos,997,138,133,5,181,0,133,0,1,1,46,1069,58,0,117,0,1,1,46,0,16,0,0,0,0,0
2015-02,Ungeklärt,998,284,266,18,365,2,273,0,1,20,69,2653,191,2,253,0,1,20,66,0,20,0,0,0,2,1
2015-02,ohne Angabe,999,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
