YEAR_MONTH,Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
201501,Polen,152,"",0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Portugal,153,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Rumänien,154,"",0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Schweden,157,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Schweiz,158,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Russische Föderation,160,"",471,399,72,453,1,26,9,8,78,331,5288,789,1,25,9,5,76,210,0,1,0,3,2,29,92
201501,Spanien,161,"",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Türkei,163,"",185,165,20,106,2,6,3,2,43,50,2341,336,2,4,2,2,38,42,0,2,1,0,5,7,1
201501,Tschechische Republik,164,"",1,1,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Ungarn,165,"",1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Ukraine,166,"",265,262,3,90,0,13,0,0,1,76,2710,48,0,13,0,0,1,76,0,0,0,0,0,0,0
201501,Weißrußland,169,"",17,17,0,5,0,1,0,0,0,4,128,11,0,1,0,0,0,3,0,0,0,0,0,0,1
201501,Serbien,170,"",3328,2042,1286,3392,0,0,0,1,2148,1243,7958,4610,0,0,0,1,1969,124,0,0,0,0,179,1038,81
201501,Zypern,181,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,sonst. europ. Staatsangeh.,199,"",9,6,3,1,0,0,0,0,1,0,31,5,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Algerien,221,"",153,139,14,110,0,1,0,0,41,68,2121,127,0,1,0,0,40,61,0,0,0,0,1,3,4
201501,Angola,223,"",5,3,2,5,0,0,0,1,1,3,175,8,0,0,0,1,1,3,0,0,0,0,0,0,0
201501,Eritrea,224,"",626,620,6,313,0,179,45,3,4,82,15535,62,0,179,45,1,4,80,0,0,0,2,0,0,2
201501,Äthiopien,225,"",118,113,5,28,0,10,1,0,7,10,1678,50,0,10,1,0,7,9,0,0,0,0,0,0,1
201501,Lesotho,226,"",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Botsuana,227,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Benin,229,"",21,21,0,6,0,0,0,1,1,4,253,6,0,0,0,0,1,4,0,0,0,1,0,0,0
201501,Dschibuti,230,"",2,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Elfenbeinküste (Cote d Ivoire),231,"",20,20,0,19,0,0,0,0,7,12,234,13,0,0,0,0,7,9,0,0,0,0,0,0,3
201501,Nigeria,232,"",461,455,6,119,1,1,0,2,10,105,5229,83,1,1,0,1,10,105,0,0,0,1,0,0,0
201501,Simbabwe,233,"",0,0,0,1,0,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Gabun,236,"",0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Gambia,237,"",215,212,3,66,0,0,0,1,9,56,2068,36,0,0,0,1,9,56,0,0,0,0,0,0,0
201501,Ghana,238,"",74,69,5,70,0,0,0,1,8,61,1203,35,0,0,0,1,7,58,0,0,0,0,1,1,2
201501,Mauretanien,239,"",12,12,0,6,0,0,0,0,3,3,45,0,0,0,0,0,3,2,0,0,0,0,0,0,1
201501,Kenia,243,"",12,12,0,6,0,0,0,0,1,5,180,3,0,0,0,0,1,5,0,0,0,0,0,0,0
201501,Komoren,244,"",6,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Kongo,245,"",4,4,0,1,0,0,0,0,0,1,85,5,0,0,0,0,0,1,0,0,0,0,0,0,0
201501,"Kongo, Dem. Republik",246,"",14,14,0,6,0,1,3,0,0,2,458,32,0,1,3,0,0,2,0,0,0,0,0,0,0
201501,Liberia,247,"",2,2,0,5,0,0,0,0,0,5,64,5,0,0,0,0,0,4,0,0,0,0,0,0,1
201501,Libyen,248,"",97,95,2,23,9,2,0,0,1,11,728,30,9,2,0,0,1,5,0,0,0,0,0,0,6
201501,Mali,251,"",48,44,4,26,0,0,0,1,1,24,617,11,0,0,0,0,1,23,0,0,0,1,0,0,1
201501,Marokko,252,"",151,143,8,81,0,0,0,0,33,48,1459,57,0,0,0,0,33,42,0,0,0,0,0,1,5
201501,Mauritius,253,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Mosambik,254,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Niger,255,"",6,5,1,3,0,0,0,0,0,3,91,11,0,0,0,0,0,3,0,0,0,0,0,0,0
201501,Sambia,257,"",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Burkina-Faso,258,"",13,12,1,5,0,0,0,0,0,5,177,6,0,0,0,0,0,4,0,0,0,0,0,0,1
201501,Guinea-Bissau,259,"",15,14,1,5,0,0,0,0,0,5,265,8,0,0,0,0,0,4,0,0,0,0,0,0,1
201501,Guinea,261,"",43,41,2,43,0,2,0,3,0,38,1881,52,0,0,0,3,0,38,0,2,0,0,0,0,0
201501,Kamerun,262,"",66,66,0,40,0,0,1,0,6,33,664,31,0,0,1,0,6,33,0,0,0,0,0,0,0
201501,Südafrika,263,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Ruanda,265,"",6,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Namibia,267,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Senegal,269,"",150,149,1,12,0,0,0,0,2,10,1247,5,0,0,0,0,2,9,0,0,0,0,0,0,1
201501,Sierra Leone,272,"",32,31,1,2,0,0,0,0,0,2,392,22,0,0,0,0,0,2,0,0,0,0,0,0,0
201501,Somalia,273,"",351,341,10,152,0,32,4,9,16,91,6219,185,0,27,4,9,16,87,0,5,0,0,0,0,4
201501,Äquatorialguinea,274,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Sudan (ohne Südsudan),277,"",34,31,3,41,1,5,14,0,6,15,649,22,1,5,14,0,6,14,0,0,0,0,0,1,0
201501,Südsudan,278,"",3,2,1,1,0,0,0,0,0,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,1
201501,Swasiland,281,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Tansania,282,"",5,5,0,5,0,0,0,0,0,5,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0
201501,Togo,283,"",22,21,1,8,0,0,0,0,1,7,217,20,0,0,0,0,1,3,0,0,0,0,0,3,1
201501,Tschad,284,"",20,19,1,13,0,0,0,0,2,11,142,12,0,0,0,0,2,11,0,0,0,0,0,0,0
201501,Tunesien,285,"",77,71,6,53,0,0,0,0,24,29,466,66,0,0,0,0,24,21,0,0,0,0,0,1,7
201501,Uganda,286,"",11,10,1,2,0,0,0,0,0,2,121,8,0,0,0,0,0,2,0,0,0,0,0,0,0
201501,Ägypten,287,"",120,116,4,50,18,4,0,0,7,21,2674,43,18,3,0,0,7,20,0,1,0,0,0,0,1
201501,Zentralafrikanische Republik,289,"",5,5,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Burundi,291,"",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,sonst. afrik. Staatsangeh.,299,"",3,3,0,2,0,0,0,0,2,0,44,12,0,0,0,0,2,0,0,0,0,0,0,0,0
201501,Argentinien,323,"",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Brasilien,327,"",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Chile,332,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Dominikanische Republik,335,"",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,El Salvador,337,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Guatemala,345,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Honduras,347,"",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Kolumbien,349,"",0,0,0,1,0,0,0,0,0,1,44,2,0,0,0,0,0,1,0,0,0,0,0,0,0
201501,Kuba,351,"",0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Mexico,353,"",0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Nicaragua,354,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Jamaica,355,"",0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Paraguay,359,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Peru,361,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Suriname,364,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Venezuela,367,"",0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Vereinigte Staaten v. Amerika,368,"",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Trinidad und Tobago,371,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Jemen,421,"",12,12,0,12,0,1,9,0,0,2,216,17,0,1,9,0,0,2,0,0,0,0,0,0,0
201501,Armenien,422,"",192,185,7,50,0,0,0,1,19,30,2674,178,0,0,0,1,18,26,0,0,0,0,1,1,3
201501,Afghanistan,423,"",1162,1129,33,447,0,110,6,66,72,193,13139,670,0,105,4,58,72,179,0,5,2,8,0,1,13
201501,Bahrain,424,"",0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Aserbaidschan,425,"",167,158,9,31,4,5,0,0,14,8,1759,176,4,5,0,0,12,8,0,0,0,0,2,0,0
201501,Bhutan,426,"",0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Myanmar,427,"",3,3,0,2,1,0,0,0,0,1,129,1,1,0,0,0,0,1,0,0,0,0,0,0,0
201501,Georgien,430,"",291,264,27,199,0,0,0,1,86,112,2587,227,0,0,0,1,83,91,0,0,0,0,3,5,16
201501,Sri Lanka,431,"",45,40,5,19,1,7,0,1,3,7,815,127,1,7,0,0,3,2,0,0,0,1,0,2,3
201501,Vietnam,432,"",71,68,3,15,0,0,0,1,3,11,655,61,0,0,0,0,2,11,0,0,0,1,1,0,0
201501,Korea (Demokrat. Volksrepubl.),434,"",0,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Indien,436,"",108,100,8,38,0,0,0,0,30,8,2213,56,0,0,0,0,30,7,0,0,0,0,0,0,1
201501,Indonesien,437,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Irak,438,"",1065,901,164,1199,8,1097,16,8,4,66,5374,3629,6,567,3,5,2,62,2,530,13,3,2,2,2
201501,"Iran, Islamische Republik",439,"",271,253,18,210,17,74,1,4,20,94,4867,455,17,64,1,0,20,91,0,10,0,4,0,1,2
201501,Israel,441,"",0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Japan,442,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Kasachstan,444,"",9,6,3,11,0,0,0,0,4,7,110,11,0,0,0,0,4,4,0,0,0,0,0,3,0
201501,Jordanien,445,"",12,11,1,4,0,2,0,0,1,1,134,23,0,2,0,0,0,1,0,0,0,0,1,0,0
201501,Kambodscha,446,"",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Kuwait,448,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,"Laos, Demokratische Volksrepublik",449,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Kirgisistan,450,"",18,17,1,0,0,0,0,0,0,0,87,17,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Libanon,451,"",64,49,15,65,0,5,0,0,11,49,721,128,0,5,0,0,10,39,0,0,0,0,1,3,7
201501,Oman,456,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Mongolei,457,"",68,67,1,17,0,0,0,0,5,12,509,11,0,0,0,0,4,12,0,0,0,0,1,0,0
201501,Nepal,458,"",0,0,0,1,0,0,0,0,1,0,28,2,0,0,0,0,1,0,0,0,0,0,0,0,0
201501,Staatsangehörigkeit ohne Bezeichnung,459,"",37,37,0,16,0,13,0,0,0,3,168,1,0,13,0,0,0,3,0,0,0,0,0,0,0
201501,Bangladesch,460,"",36,34,2,19,0,2,0,2,9,6,796,33,0,2,0,2,9,5,0,0,0,0,0,1,0
201501,Pakistan,461,"",438,419,19,227,0,34,1,2,116,74,7001,331,0,31,1,2,114,69,0,3,0,0,2,1,4
201501,Philippinen,462,"",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,China (Taiwan),465,"",1,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Korea (Republik),467,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Tadschikistan,470,"",29,27,2,22,0,0,0,0,0,22,302,36,0,0,0,0,0,22,0,0,0,0,0,0,0
201501,Turkmenistan,471,"",36,34,2,6,0,0,0,0,1,5,448,7,0,0,0,0,1,5,0,0,0,0,0,0,0
201501,Saudi Arabien,472,"",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,"Syrien, Arabische Republik",475,"",5530,5340,190,6119,173,5289,7,6,0,644,20162,971,168,5056,6,5,0,639,5,233,1,1,0,0,5
201501,Thailand,476,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Usbekistan,477,"",0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,China,479,"",24,22,2,11,0,0,1,0,8,2,697,48,0,0,1,0,8,2,0,0,0,0,0,0,0
201501,Malaysia,482,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,sonst. asiat. Staatsangeh.,499,"",195,192,3,201,4,136,3,3,6,49,1434,119,4,133,3,2,6,46,0,3,0,1,0,2,1
201501,Salomonen,524,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Australien,"","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,Staatenlos,997,"",282,255,27,190,4,155,0,1,4,26,1076,68,3,135,0,0,4,26,1,20,0,1,0,0,0
201501,Ungeklärt,998,"",510,475,35,399,7,314,0,0,33,45,2780,183,7,305,0,0,33,40,0,9,0,0,0,3,2
201501,ohne Angabe,999,"",2,2,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
