YEAR_MONTH,Herkunftsland,LS,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstantraege,ASYLANTRÄGE davon Folgeantraege,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraegen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Fluechtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewaehrung von subsidiaerem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2015-03,Nepal,458,1,1,0,1,0,0,0,0,1,0,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-03,Staatsangehoerigkeit ohne Bezeichnung,459,11,11,0,9,0,3,0,0,1,5,180,1,0,3,0,0,1,5,0,0,0,0,0,0,0
2015-03,Bangladesch,460,14,14,0,20,0,2,0,0,9,9,814,35,0,2,0,0,9,8,0,0,0,0,0,0,1
2015-03,Pakistan,461,247,225,22,130,0,7,0,0,45,78,7289,357,0,7,0,0,43,65,0,0,0,0,2,4,9
2015-03,Philippinen,462,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,China (Taiwan),465,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,Tadschikistan,470,13,11,2,16,0,0,0,0,0,16,326,37,0,0,0,0,0,15,0,0,0,0,0,0,1
2015-03,Turkmenistan,471,24,23,1,1,0,0,0,0,0,1,498,8,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-03,Saudi Arabien,472,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,"Syrien, Arabische Republik",475,4620,4420,200,5114,132,4008,18,20,0,936,20032,1233,130,3718,17,19,0,925,2,290,1,1,0,2,9
2015-03,Thailand,476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,Usbekistan,477,0,0,0,5,3,0,0,0,0,2,26,1,3,0,0,0,0,2,0,0,0,0,0,0,0
2015-03,China,479,36,34,2,6,1,3,0,0,0,2,750,50,1,2,0,0,0,2,0,1,0,0,0,0,0
2015-03,Malaysia,482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,sonst. asiat. Staatsangeh.,499,252,240,12,153,1,112,0,0,3,37,1539,138,1,100,0,0,3,33,0,12,0,0,0,4,0
2015-03,Salomonen,524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,Australien,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,Staatenlos,997,82,73,9,149,1,118,0,0,0,30,1021,60,1,104,0,0,0,30,0,14,0,0,0,0,0
2015-03,Ungeklaert,998,400,380,20,295,5,165,0,0,32,93,2734,195,2,152,0,0,31,89,3,13,0,0,1,2,2
2015-03,ohne Angabe,999,0,0,0,1,0,1,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0
