Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
Polen,152,"",7,7,0,2,0,0,0,0,1,1,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Portugal,153,"",3,3,0,2,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Rumänien,154,"",7,5,2,6,0,0,0,0,3,3,9,3,0,0,0,0,2,1,0,0,0,0,1,2,0
Slowakische Republik,155,"",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Schweden,157,"",2,1,1,3,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Schweiz,158,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russische Föderation,160,"",6200,5257,943,4832,9,185,71,138,918,3511,6815,1182,9,158,63,54,811,2556,0,27,8,84,107,142,813
Spanien,161,"",2,2,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Türkei,163,"",1767,1500,267,887,17,81,19,13,265,492,3028,441,14,61,18,9,237,399,3,20,1,4,28,51,42
Tschechische Republik,164,"",3,3,0,11,0,0,0,0,4,7,2,5,0,0,0,0,4,7,0,0,0,0,0,0,0
Ungarn,165,"",8,5,3,10,0,0,0,0,0,10,5,1,0,0,0,0,0,5,0,0,0,0,0,5,0
Ukraine,166,"",4658,4569,89,1008,1,51,0,2,42,912,6020,117,1,49,0,2,42,873,0,2,0,0,0,1,38
Großbritannien mit Nordirland,168,"",4,4,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Weißrußland,169,"",296,273,23,70,0,6,0,0,0,64,321,30,0,6,0,0,0,55,0,0,0,0,0,0,9
Serbien,170,"",26945,16700,10245,22341,0,4,0,22,13611,8704,10327,6917,0,4,0,22,12615,1810,0,0,0,0,996,5873,1021
Zypern,181,"",2,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sonst. europ. Staatsangeh.,199,"",6,3,3,38,0,0,0,0,34,4,5,3,0,0,0,0,34,2,0,0,0,0,0,2,0
Algerien,221,"",2240,2041,199,1119,2,9,4,3,336,765,3114,230,1,9,4,3,330,665,1,0,0,0,6,26,74
Angola,223,"",55,52,3,66,2,2,5,20,22,15,164,6,2,2,5,19,21,14,0,0,0,1,1,1,0
Eritrea,224,"",10990,10876,114,10099,44,8870,347,39,38,761,15877,154,44,8851,347,20,37,728,0,19,0,19,1,4,29
Äthiopien,225,"",2168,2135,33,394,0,59,12,26,89,208,3407,69,0,58,12,23,85,188,0,1,0,3,4,12,8
Lesotho,226,"",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Botsuana,227,"",1,0,1,4,1,0,0,0,3,0,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0
Benin,229,"",368,353,15,103,0,0,0,1,21,81,495,14,0,0,0,0,21,74,0,0,0,1,0,2,5
Dschibuti,230,"",20,20,0,9,0,0,0,2,3,4,22,1,0,0,0,2,3,4,0,0,0,0,0,0,0
Elfenbeinküste (Cote d Ivoire),231,"",564,548,16,347,0,3,3,3,30,308,412,21,0,3,3,3,30,295,0,0,0,0,0,1,12
Nigeria,232,"",5302,5207,95,1149,7,25,7,37,182,891,8904,199,7,24,6,34,176,867,0,1,1,3,6,12,12
Simbabwe,233,"",8,8,0,17,1,1,4,0,9,2,21,0,1,1,4,0,9,2,0,0,0,0,0,0,0
Gabun,236,"",6,5,1,7,0,0,1,0,3,3,4,1,0,0,1,0,3,3,0,0,0,0,0,0,0
Gambia,237,"",3110,2993,117,603,2,8,0,6,54,533,4385,137,2,8,0,6,53,519,0,0,0,0,1,1,13
Ghana,238,"",1152,1109,43,567,0,8,0,5,133,421,1752,51,0,8,0,4,128,398,0,0,0,1,5,10,13
Mauretanien,239,"",157,144,13,86,0,1,0,0,15,70,104,5,0,1,0,0,15,54,0,0,0,0,0,6,10
Cabo Verde,242,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenia,243,"",144,137,7,166,0,1,0,0,109,56,147,11,0,1,0,0,109,53,0,0,0,0,0,0,3
Komoren,244,"",8,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kongo,245,"",48,47,1,22,0,0,0,2,11,9,105,6,0,0,0,2,11,9,0,0,0,0,0,0,0
"Kongo, Dem. Republik",246,"",166,156,10,164,1,6,6,17,107,27,452,34,1,6,6,17,106,21,0,0,0,0,1,5,1
Liberia,247,"",92,83,9,46,0,0,0,0,1,45,103,8,0,0,0,0,1,40,0,0,0,0,0,0,5
Libyen,248,"",1152,1127,25,358,58,55,0,10,35,200,1422,39,58,54,0,9,33,186,0,1,0,1,2,0,14
Mali,251,"",562,527,35,336,0,7,0,7,58,264,798,24,0,7,0,6,58,243,0,0,0,1,0,1,20
Marokko,252,"",1747,1630,117,962,0,22,4,10,401,525,2137,94,0,21,4,10,394,442,0,1,0,0,7,26,57
Mauritius,253,"",1,1,0,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Mosambik,254,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,255,"",184,160,24,106,0,0,0,3,13,90,158,19,0,0,0,2,13,74,0,0,0,1,0,1,15
Malawi,256,"",3,3,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Sambia,257,"",3,3,0,5,0,0,0,0,2,3,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Burkina-Faso,258,"",219,199,20,127,0,0,0,4,24,99,256,13,0,0,0,4,23,85,0,0,0,0,1,0,14
Guinea-Bissau,259,"",401,380,21,222,0,0,0,2,20,200,429,12,0,0,0,1,20,184,0,0,0,1,0,0,16
Guinea,261,"",741,662,79,413,4,47,2,23,83,254,2160,98,4,43,2,21,80,215,0,4,0,2,3,8,31
Kamerun,262,"",1004,964,40,381,0,0,3,4,94,280,1222,52,0,0,2,4,94,261,0,0,1,0,0,6,13
Südafrika,263,"",16,16,0,4,0,0,0,0,2,2,19,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Ruanda,265,"",39,38,1,32,4,7,0,7,8,6,40,0,4,7,0,7,8,5,0,0,0,0,0,0,1
Namibia,267,"",4,4,0,5,0,0,0,0,2,3,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Senegal,269,"",1205,1189,16,215,0,0,0,2,29,184,2077,25,0,0,0,0,29,182,0,0,0,2,0,0,2
Sierra Leone,272,"",306,293,13,76,0,4,0,8,26,38,571,41,0,4,0,8,26,37,0,0,0,0,0,0,1
Somalia,273,"",5392,5126,266,2038,0,434,265,110,183,1046,9319,361,0,407,258,82,180,927,0,27,7,28,3,17,102
Äquatorialguinea,274,"",4,4,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sudan (ohne Südsudan),277,"",1080,1032,48,479,4,44,88,7,49,287,1254,37,4,42,86,1,47,261,0,2,2,6,2,1,25
Südsudan,278,"",50,47,3,24,6,1,0,0,0,17,48,6,6,0,0,0,0,16,0,1,0,0,0,0,1
Swasiland,281,"",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tansania,282,"",36,32,4,11,0,0,0,1,2,8,81,4,0,0,0,1,2,8,0,0,0,0,0,0,0
Togo,283,"",250,239,11,64,0,0,1,2,16,45,383,24,0,0,1,1,16,36,0,0,0,1,0,7,2
Tschad,284,"",143,127,16,149,0,1,0,21,24,103,146,12,0,1,0,15,24,65,0,0,0,6,0,4,34
Tunesien,285,"",923,822,101,524,0,0,0,1,256,267,817,117,0,0,0,1,246,203,0,0,0,0,10,10,54
Uganda,286,"",78,75,3,25,1,3,0,0,6,15,166,8,1,3,0,0,6,13,0,0,0,0,0,1,1
Ägypten,287,"",1077,1002,75,864,158,178,8,21,226,273,2763,86,158,177,8,13,224,244,0,1,0,8,2,9,20
Zentralafrikanische Republik,289,"",28,26,2,7,0,1,0,1,0,5,57,3,0,1,0,1,0,5,0,0,0,0,0,0,0
Burundi,291,"",7,5,2,6,0,0,0,2,3,1,8,2,0,0,0,2,3,0,0,0,0,0,0,0,1
sonst. afrik. Staatsangeh.,299,"",56,55,1,81,0,0,0,13,58,10,83,10,0,0,0,13,58,8,0,0,0,0,0,1,1
Argentinien,323,"",3,1,2,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Brasilien,327,"",5,5,0,11,0,0,0,1,0,10,10,0,0,0,0,1,0,10,0,0,0,0,0,0,0
Belize,330,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,332,"",1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Dominikanische Republik,335,"",3,3,0,3,0,0,0,1,1,1,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Ecuador,336,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,337,"",1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,340,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,345,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,346,"",7,5,2,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Honduras,347,"",21,20,1,15,0,0,4,0,3,8,8,0,0,0,4,0,3,7,0,0,0,0,0,1,0
Kanada,348,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,349,"",4,4,0,13,0,1,0,1,5,6,38,1,0,1,0,0,5,6,0,0,0,1,0,0,0
Kuba,351,"",91,91,0,35,0,0,0,0,1,34,145,2,0,0,0,0,1,34,0,0,0,0,0,0,0
Mexico,353,"",7,6,1,4,0,0,0,2,2,0,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0
Nicaragua,354,"",3,3,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Jamaica,355,"",14,14,0,11,0,0,0,0,3,8,23,1,0,0,0,0,3,8,0,0,0,0,0,0,0
Paraguay,359,"",5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,361,"",3,3,0,3,0,0,0,0,2,1,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Suriname,364,"",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Venezuela,367,"",21,20,1,7,0,0,1,0,4,2,27,1,0,0,1,0,4,1,0,0,0,0,0,1,0
Vereinigte Staaten v. Amerika,368,"",10,9,1,5,1,1,0,0,1,2,14,1,1,1,0,0,1,2,0,0,0,0,0,0,0
Trinidad und Tobago,371,"",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jemen,421,"",349,328,21,76,1,12,33,0,0,30,472,33,1,12,31,0,0,23,0,0,2,0,0,0,7
Armenien,422,"",2160,1965,195,693,0,21,4,34,268,366,3909,317,0,18,4,30,263,300,0,3,0,4,5,41,25
Afghanistan,423,"",31902,31382,520,5966,48,1660,325,809,819,2305,38014,909,47,1503,301,700,809,2132,1,157,24,109,10,62,111
Bahrain,424,"",13,13,0,27,23,2,0,0,0,2,9,0,22,2,0,0,0,2,1,0,0,0,0,0,0
Aserbaidschan,425,"",1497,1335,162,390,15,28,9,19,165,154,2618,299,15,27,8,16,160,127,0,1,1,3,5,21,6
Bhutan,426,"",0,0,0,5,0,0,0,0,4,1,12,4,0,0,0,0,4,0,0,0,0,0,0,0,1
Myanmar,427,"",56,54,2,22,1,11,0,0,0,10,155,3,1,11,0,0,0,10,0,0,0,0,0,0,0
Georgien,430,"",3196,2782,414,2360,0,0,0,7,1425,928,3203,411,0,0,0,7,1370,640,0,0,0,0,55,95,193
Sri Lanka,431,"",358,281,77,210,1,65,3,6,85,50,888,176,1,63,3,3,84,25,0,2,0,3,1,17,8
Vietnam,432,"",705,659,46,305,0,0,0,9,81,215,984,68,0,0,0,6,71,187,0,0,0,3,10,15,13
Korea (Demokrat. Volksrepubl.),434,"",35,35,0,4,0,0,0,0,4,0,114,2,0,0,0,0,4,0,0,0,0,0,0,0,0
Indien,436,"",1889,1834,55,551,0,3,0,7,416,125,3460,71,0,3,0,5,411,99,0,0,0,2,5,21,5
Indonesien,437,"",5,5,0,2,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Irak,438,"",31379,29784,1595,16796,157,14353,289,81,128,1788,22091,1811,152,10580,176,53,111,1667,5,3773,113,28,17,48,73
"Iran, Islamische Republik",439,"",5732,5394,338,2664,208,1325,29,25,278,799,7731,610,206,1218,26,11,260,737,2,107,3,14,18,29,33
Israel,441,"",13,11,2,3,0,0,0,0,2,1,49,6,0,0,0,0,2,1,0,0,0,0,0,0,0
Japan,442,"",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kasachstan,444,"",124,100,24,87,2,0,0,0,14,71,132,29,2,0,0,0,14,57,0,0,0,0,0,4,10
Jordanien,445,"",151,136,15,61,2,20,1,0,11,27,211,29,2,20,1,0,5,23,0,0,0,0,6,2,2
Kambodscha,446,"",4,4,0,5,0,0,0,0,5,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Katar,447,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,448,"",3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laos, Demokratische Volksrepublik",449,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirgisistan,450,"",96,86,10,71,0,5,0,4,13,49,89,19,0,5,0,0,13,39,0,0,0,4,0,1,9
Libanon,451,"",1421,1284,137,448,0,34,0,11,156,247,1619,205,0,33,0,8,136,205,0,1,0,3,20,21,21
Oman,456,"",2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolei,457,"",381,340,41,212,0,1,0,0,56,155,596,36,0,1,0,0,51,129,0,0,0,0,5,1,25
Nepal,458,"",13,13,0,15,0,0,0,8,6,1,28,1,0,0,0,7,6,1,0,0,0,1,0,0,0
Staatsangehörigkeit ohne Bezeichnung,459,"",282,280,2,116,0,61,0,0,9,46,309,1,0,60,0,0,9,45,0,1,0,0,0,0,1
Bangladesch,460,"",839,808,31,447,0,22,1,10,220,194,1154,45,0,19,1,8,217,178,0,3,0,2,3,13,3
Pakistan,461,"",8472,8199,273,2015,4,158,11,24,844,974,13113,470,4,139,11,16,831,860,0,19,0,8,13,50,64
Philippinen,462,"",10,10,0,11,0,1,0,0,8,2,18,0,0,1,0,0,8,2,0,0,0,0,0,0,0
China (Taiwan),465,"",16,16,0,1,0,0,0,0,1,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Korea (Republik),467,"",5,5,0,2,0,0,0,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Vereinigte arabische Emirate,469,"",6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadschikistan,470,"",299,281,18,178,4,0,1,0,27,146,402,32,4,0,1,0,24,130,0,0,0,0,3,11,5
Turkmenistan,471,"",361,347,14,52,0,0,0,0,13,39,671,14,0,0,0,0,13,33,0,0,0,0,0,2,4
Saudi Arabien,472,"",17,17,0,3,0,2,0,0,0,1,16,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"Syrien, Arabische Republik",475,"",162510,158657,3853,105620,1167,99970,61,221,23,4178,76359,1553,1141,96515,57,140,22,4062,26,3455,4,81,1,38,78
Thailand,476,"",2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Usbekistan,477,"",23,22,1,12,4,3,0,0,2,3,35,2,4,3,0,0,2,3,0,0,0,0,0,0,0
China,479,"",553,521,32,166,3,23,2,0,97,41,1072,60,3,22,2,0,94,27,0,1,0,0,3,12,2
Malaysia,482,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. asiat. Staatsangeh.,499,"",3372,3201,171,2332,21,1934,18,8,120,231,2476,143,18,1789,18,5,118,196,3,145,0,3,2,29,6
Australien,523,"",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neuseeland,536,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staatenlos,997,"",4027,3886,141,2158,10,1962,0,3,25,158,2853,66,9,1815,0,2,25,151,1,147,0,1,0,3,4
Ungeklärt,998,"",12166,11721,445,4128,35,3256,5,13,352,467,10589,339,32,3013,5,9,348,405,3,243,0,4,4,40,22
ohne Angabe,999,"",40,37,3,9,0,3,0,0,1,5,48,3,0,3,0,0,0,5,0,0,0,0,1,0,0
