YEAR_MONTH,Herkunftsland,LS,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
201509,Polen,152,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Portugal,153,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201509,Rumänien,154,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Slowakische Republik,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Schweden,157,1,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
201509,Schweiz,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Russische Föderation,160,621,568,53,331,1,32,1,6,33,258,6540,1185,1,28,1,6,32,222,0,4,0,0,1,8,28
201509,Spanien,161,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201509,Türkei,163,134,115,19,38,1,4,1,0,11,21,2887,412,1,2,1,0,10,19,0,2,0,0,1,0,2
201509,Tschechische Republik,164,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Ungarn,165,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Ukraine,166,395,390,5,120,1,8,0,1,2,108,5316,107,1,8,0,1,2,107,0,0,0,0,0,0,1
201509,Weißrußland,169,29,29,0,12,0,4,0,0,0,8,264,26,0,4,0,0,0,8,0,0,0,0,0,0,0
201509,Serbien,170,1982,1201,781,1463,0,3,0,0,951,509,11266,6672,0,3,0,0,913,126,0,0,0,0,38,316,67
201509,Zypern,181,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,sonst. europ. Staatsangeh.,199,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Algerien,221,146,132,14,93,0,2,1,0,19,71,2976,216,0,2,1,0,19,66,0,0,0,0,0,2,3
201509,Angola,223,3,3,0,1,0,0,0,0,1,0,163,7,0,0,0,0,1,0,0,0,0,0,0,0,0
201509,Eritrea,224,1122,1113,9,717,1,521,148,1,2,44,18652,137,1,521,148,0,2,41,0,0,0,1,0,0,3
201509,Äthiopien,225,158,156,2,27,0,5,0,7,3,12,2723,73,0,5,0,7,3,12,0,0,0,0,0,0,0
201509,Botsuana,227,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Benin,229,25,25,0,5,0,0,0,0,0,5,446,11,0,0,0,0,0,4,0,0,0,0,0,0,1
201509,Dschibuti,230,3,3,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Elfenbeinküste (Cote d Ivoire),231,64,64,0,49,0,0,0,0,0,49,362,20,0,0,0,0,0,47,0,0,0,0,0,1,1
201509,Nigeria,232,455,448,7,83,0,1,0,8,5,69,8375,191,0,1,0,8,5,65,0,0,0,0,0,2,2
201509,Simbabwe,233,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Gabun,236,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Gambia,237,286,280,6,27,0,2,0,2,3,20,3752,110,0,2,0,2,3,20,0,0,0,0,0,0,0
201509,Ghana,238,105,103,2,50,0,3,0,0,2,45,1672,51,0,3,0,0,2,44,0,0,0,0,0,0,1
201509,Mauretanien,239,21,21,0,13,0,0,0,0,1,12,97,4,0,0,0,0,1,11,0,0,0,0,0,0,1
201509,Kenia,243,12,11,1,4,0,0,0,0,2,2,155,10,0,0,0,0,2,2,0,0,0,0,0,0,0
201509,Komoren,244,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Kongo,245,1,1,0,2,0,0,0,0,1,1,107,5,0,0,0,0,1,1,0,0,0,0,0,0,0
201509,"Kongo, Dem. Republik",246,25,24,1,17,0,0,0,3,12,2,496,31,0,0,0,3,12,2,0,0,0,0,0,0,0
201509,Liberia,247,11,11,0,6,0,0,0,0,0,6,94,9,0,0,0,0,0,5,0,0,0,0,0,0,1
201509,Libyen,248,41,41,0,35,5,11,0,1,1,17,1263,37,5,11,0,1,1,17,0,0,0,0,0,0,0
201509,Mali,251,31,30,1,14,0,0,0,0,2,12,775,25,0,0,0,0,2,10,0,0,0,0,0,0,2
201509,Marokko,252,105,102,3,81,0,0,0,1,34,46,1905,93,0,0,0,1,33,43,0,0,0,0,1,1,2
201509,Mauritius,253,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Mosambik,254,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Niger,255,16,16,0,7,0,0,0,0,0,7,135,16,0,0,0,0,0,5,0,0,0,0,0,1,1
201509,Malawi,256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Sambia,257,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
201509,Burkina-Faso,258,19,18,1,8,0,0,0,2,0,6,215,11,0,0,0,2,0,2,0,0,0,0,0,0,4
201509,Guinea-Bissau,259,18,17,1,9,0,0,0,0,0,9,360,12,0,0,0,0,0,8,0,0,0,0,0,0,1
201509,Guinea,261,39,35,4,41,0,2,0,2,8,29,2131,91,0,2,0,2,8,25,0,0,0,0,0,0,4
201509,Kamerun,262,103,102,1,28,0,0,0,0,4,24,1060,39,0,0,0,0,4,24,0,0,0,0,0,0,0
201509,Südafrika,263,6,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Ruanda,265,0,0,0,5,1,3,0,1,0,0,38,0,1,3,0,1,0,0,0,0,0,0,0,0,0
201509,Namibia,267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Senegal,269,92,90,2,8,0,0,0,0,2,6,2051,21,0,0,0,0,2,6,0,0,0,0,0,0,0
201509,Sierra Leone,272,19,18,1,0,0,0,0,0,0,0,574,40,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Somalia,273,322,302,20,152,0,38,36,12,5,61,8707,309,0,35,34,7,5,56,0,3,2,5,0,0,5
201509,Äquatorialguinea,274,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Sudan (ohne Südsudan),277,149,148,1,62,0,3,4,0,2,53,1173,34,0,3,4,0,2,52,0,0,0,0,0,0,1
201509,Südsudan,278,5,5,0,3,0,0,0,0,0,3,45,6,0,0,0,0,0,3,0,0,0,0,0,0,0
201509,Tansania,282,3,3,0,1,0,0,0,0,0,1,77,2,0,0,0,0,0,1,0,0,0,0,0,0,0
201509,Togo,283,38,38,0,0,0,0,0,0,0,0,336,24,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Tschad,284,18,18,0,2,0,0,0,0,0,2,144,16,0,0,0,0,0,2,0,0,0,0,0,0,0
201509,Tunesien,285,61,54,7,27,0,0,0,0,8,19,819,119,0,0,0,0,8,15,0,0,0,0,0,0,4
201509,Uganda,286,10,10,0,1,0,0,0,0,0,1,176,8,0,0,0,0,0,1,0,0,0,0,0,0,0
201509,Ägypten,287,54,48,6,65,7,27,0,0,7,24,2736,71,7,27,0,0,7,21,0,0,0,0,0,1,2
201509,Zentralafrikanische Republik,289,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Burundi,291,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,sonst. afrik. Staatsangeh.,299,0,0,0,5,0,0,0,0,5,0,59,11,0,0,0,0,5,0,0,0,0,0,0,0,0
201509,Argentinien,323,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Brasilien,327,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Dominikanische Republik,335,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Ecuador,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,El Salvador,337,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Guatemala,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Haiti,346,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Honduras,347,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0
201509,Kanada,348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Kolumbien,349,0,0,0,1,0,0,0,0,0,1,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0
201509,Kuba,351,4,4,0,5,0,0,0,0,0,5,141,2,0,0,0,0,0,5,0,0,0,0,0,0,0
201509,Mexico,353,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Nicaragua,354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Jamaica,355,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Paraguay,359,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Peru,361,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Venezuela,367,2,2,0,1,0,0,1,0,0,0,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0
201509,Vereinigte Staaten v. Amerika,368,2,2,0,2,1,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
201509,Trinidad und Tobago,371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Jemen,421,27,27,0,6,0,4,2,0,0,0,425,33,0,4,2,0,0,0,0,0,0,0,0,0,0
201509,Armenien,422,232,203,29,98,0,4,0,4,41,49,3703,289,0,4,0,4,41,48,0,0,0,0,0,0,1
201509,Afghanistan,423,2751,2724,27,465,8,146,29,52,25,205,24264,836,8,126,29,46,24,198,0,20,0,6,1,2,5
201509,Bahrain,424,1,1,0,1,0,0,0,0,0,1,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0
201509,Aserbaidschan,425,135,119,16,41,0,5,2,0,21,13,2394,275,0,5,2,0,21,13,0,0,0,0,0,0,0
201509,Bhutan,426,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Myanmar,427,5,5,0,10,0,7,0,0,0,3,148,2,0,7,0,0,0,3,0,0,0,0,0,0,0
201509,Georgien,430,266,246,20,187,0,0,0,0,113,74,3130,388,0,0,0,0,111,55,0,0,0,0,2,10,9
201509,Sri Lanka,431,24,19,5,34,0,16,0,1,15,2,880,162,0,15,0,0,14,2,0,1,0,1,1,0,0
201509,Vietnam,432,53,51,2,12,0,0,0,1,3,8,934,69,0,0,0,0,3,7,0,0,0,1,0,0,1
201509,Korea (Demokrat. Volksrepubl.),434,6,6,0,0,0,0,0,0,0,0,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Indien,436,113,111,2,37,0,0,0,0,25,12,3136,82,0,0,0,0,25,9,0,0,0,0,0,2,1
201509,Indonesien,437,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Irak,438,2544,2454,90,1228,6,972,29,4,7,210,12869,1884,6,847,16,2,7,196,0,125,13,2,0,6,8
201509,"Iran, Islamische Republik",439,436,417,19,231,20,121,3,1,13,73,5885,565,20,113,3,0,13,71,0,8,0,1,0,1,1
201509,Israel,441,5,5,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Kasachstan,444,0,0,0,0,0,0,0,0,0,0,120,24,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Jordanien,445,18,16,2,9,0,5,0,0,1,3,191,29,0,5,0,0,1,1,0,0,0,0,0,0,2
201509,Kambodscha,446,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Kuwait,448,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,"Laos, Demokratische Volksrepublik",449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Kirgisistan,450,8,8,0,0,0,0,0,0,0,0,93,18,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Libanon,451,66,60,6,18,0,1,0,0,4,13,988,160,0,1,0,0,4,12,0,0,0,0,0,0,1
201509,Oman,456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Mongolei,457,20,20,0,35,0,0,0,0,14,21,616,34,0,0,0,0,14,14,0,0,0,0,0,0,7
201509,Nepal,458,0,0,0,1,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0
201509,Staatsangehörigkeit ohne Bezeichnung,459,31,31,0,11,0,8,0,0,0,3,280,2,0,8,0,0,0,3,0,0,0,0,0,0,0
201509,Bangladesch,460,49,48,1,52,0,3,0,0,8,41,947,46,0,0,0,0,8,41,0,3,0,0,0,0,0
201509,Pakistan,461,1078,1059,19,123,0,9,0,2,34,78,10628,470,0,9,0,2,33,73,0,0,0,0,1,0,5
201509,Philippinen,462,0,0,0,1,0,0,0,0,1,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201509,China (Taiwan),465,2,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Tadschikistan,470,19,17,2,15,0,0,1,0,1,13,382,34,0,0,1,0,1,9,0,0,0,0,0,4,0
201509,Turkmenistan,471,21,21,0,15,0,0,0,0,1,14,579,14,0,0,0,0,1,14,0,0,0,0,0,0,0
201509,Saudi Arabien,472,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201509,"Syrien, Arabische Republik",475,16838,16544,294,6126,51,6003,0,10,1,61,43978,1825,47,5683,0,10,1,55,4,320,0,0,0,0,6
201509,Thailand,476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,Usbekistan,477,0,0,0,2,1,0,0,0,1,0,31,2,1,0,0,0,1,0,0,0,0,0,0,0,0
201509,China,479,50,48,2,12,0,2,0,0,7,3,1009,64,0,2,0,0,7,3,0,0,0,0,0,0,0
201509,Malaysia,482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201509,sonst. asiat. Staatsangeh.,499,409,402,7,230,1,217,0,2,3,7,2336,180,1,196,0,2,3,6,0,21,0,0,0,1,0
201509,Staatenlos,997,436,426,10,154,0,149,0,1,0,4,1877,72,0,136,0,1,0,4,0,13,0,0,0,0,0
201509,Ungeklärt,998,730,703,27,267,0,237,1,0,10,19,4594,321,0,224,1,0,10,19,0,13,0,0,0,0,0
201509,ohne Angabe,999,3,3,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0
