YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201705,Irak,10163,3683,973,59.9238,54.1868
201705,"Iran, Islamische Republik",3762,1449,501,55.5658,48.1659
201705,Israel,8,7,1,0,0
201705,Kasachstan,43,24,12,22.5806,16.2791
201705,Jordanien,91,54,14,29.8701,25.2747
201705,Kambodscha,1,1,0,nd,nd
201705,Katar,0,0,0,nd,nd
201705,Kuwait,1,1,0,nd,nd
201705,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201705,Kirgisistan,57,30,18,23.0769,15.7895
201705,Libanon,659,483,89,15.2632,13.2018
201705,Oman,0,0,0,nd,nd
201705,Mongolei,213,155,46,7.18563,5.6338
201705,Nepal,5,3,1,25,20
201705,Staatsangehörigkeit ohne Bezeichnung,88,46,7,43.2099,39.7727
201705,Bangladesch,753,543,160,8.4317,6.64011
201705,Pakistan,2657,1936,575,7.01249,5.49492
201705,Philippinen,1,0,0,nd,nd
201705,China (Taiwan),1,1,0,nd,nd
201705,Korea (Republik),3,0,3,nd,nd
201705,Vereinigte arabische Emirate,0,0,0,nd,nd
201705,Tadschikistan,377,141,162,34.4186,19.6286
201705,Turkmenistan,25,21,3,4.54545,4
201705,Saudi Arabien,2,0,0,nd,nd
201705,"Syrien, Arabische Republik",10756,27,748,99.7302,92.7947
201705,Thailand,1,0,1,nd,nd
201705,Usbekistan,20,9,9,18.1818,10
201705,China,224,142,46,20.2247,16.0714
201705,Malaysia,1,0,0,nd,nd
201705,sonst. asiat. Staatsangeh.,531,154,31,69.2,65.1601
201705,Australien,2,1,1,0,0
201705,Staatenlos,483,137,44,68.7927,62.5259
201705,Ungeklärt,1897,564,275,65.2281,55.7723
201705,ohne Angabe,5,4,0,nd,nd
